locus_tag	gene_name	old_locus_tag	prokka_locus_tag	synonyms	start	end	strand	gene_product	gene_product_prokka	COG	uniprot	refseq
SACI_RS10915	Saci_2257	Saci_2257	Sacid_02258		2099323.0	2100048.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U2Y2A1	NC_007181.1
SACI_RS10920	Saci_2258	Saci_2258	Sacid_02259		2100162.0	2100608.0	-	hypothetical protein	hypothetical protein	No COG annotation	F2Z5W8	NC_007181.1
SACI_RS10925	ctaC	Saci_2259	Sacid_02260		2100611.0	2101051.0	-	cytochrome c oxidase subunit II	Cytochrome c oxidase subunit 2	Energy production and conversion	F2Z6G7	NC_007181.1
SACI_RS10930	fbcH	Saci_2260	Sacid_02261		2101038.0	2102558.0	-	cytochrome bc complex cytochrome b subunit	Cytochrome b/c1	Energy production and conversion	A0A0U2NHR0	NC_007181.1
SACI_RS10935	aioB	Saci_2261	Sacid_02262		2102564.0	2103316.0	-	Rieske 2Fe-2S domain-containing protein	Arsenite oxidase subunit AioB	Inorganic ion transport and metabolism	F2Z628	NC_007181.1
SACI_RS10940	Saci_2262	Saci_2262	Sacid_02263		2103461.0	2104060.0	+	sulfocyanin	hypothetical protein	Energy production and conversion	A0A0U2NAM5	NC_007181.1
SACI_RS10945	caaA	Saci_2263	Sacid_02264		2104738.0	2107104.0	+	cbb3-type cytochrome c oxidase subunit I	Cytochrome c oxidase polypeptide I+III	Energy production and conversion	A0A0U3FPV4	NC_007181.1
SACI_RS10950	Saci_2264	Saci_2264	Sacid_02265		2107121.0	2107678.0	+	DUF1404 domain-containing protein	hypothetical protein	Function unknown	A0A0U3FH85	NC_007181.1
SACI_RS10955	Saci_2265	Saci_2265	Sacid_02266		2107922.0	2108329.0	+	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3F963	NC_007181.1
SACI_RS10960	Saci_2266	Saci_2266	Sacid_02267		2108334.0	2108570.0	-	hypothetical protein	hypothetical protein	Transcription	A0A0U3GLM8	NC_007181.1
SACI_RS10965	Saci_2267	Saci_2267	Sacid_02268		2108589.0	2109014.0	-	rhodanese-like domain-containing protein	hypothetical protein	Inorganic ion transport and metabolism	A0A0U3HCM2	NC_007181.1
SACI_RS10970	Saci_2268	Saci_2268	Sacid_02269		2109155.0	2110549.0	+	SelD-related putative sulfur metabolism protein	hypothetical protein	Amino acid transport and metabolism	A0A0U3H4J8	NC_007181.1
SACI_RS10975	coxM	Saci_2269	Sacid_02270		2110753.0	2111598.0	+	xanthine dehydrogenase family protein subunit M	Carbon monoxide dehydrogenase medium chain	Energy production and conversion	A0A0U3GXB0	NC_007181.1
SACI_RS10980	cutS_2	Saci_2270	Sacid_02271		2111601.0	2112092.0	+	(2Fe-2S)-binding protein	Carbon monoxide dehydrogenase small chain	Energy production and conversion	A0A0U2W5Q9	NC_007181.1
SACI_RS10985	cdhA_6	Saci_2271	Sacid_02272		2112089.0	2114335.0	+	xanthine dehydrogenase family protein molybdopterin-binding subunit	Caffeine dehydrogenase subunit alpha	Energy production and conversion	A0A0U2VXA4	NC_007181.1
SACI_RS10990	rbr1	Saci_2272	Sacid_02273		2114624.0	2115058.0	+	rubrerythrin	Rubrerythrin-1	Energy production and conversion	A0A0U2X1W1	NC_007181.1
SACI_RS10995	glpC	Saci_2273	Sacid_02274		2115058.0	2116251.0	+	glycerol-3-phosphate dehydrogenase	Anaerobic glycerol-3-phosphate dehydrogenase subunit C	Energy production and conversion	A0A0U2YA01	NC_007181.1
SACI_RS11000	Saci_2274	Saci_2274	Sacid_02275		2116346.0	2116822.0	+	DUF3501 family protein	hypothetical protein	Function unknown	A0A0U3HBQ5	NC_007181.1
SACI_RS11005	Saci_2275	Saci_2275	Sacid_02276		2116839.0	2117441.0	-	magnesium transporter CorA family protein	hypothetical protein	Inorganic ion transport and metabolism	UPI0009B59DA2	NC_007181.1
SACI_RS11010	thiL_3	Saci_2276	Sacid_02277		2117694.0	2118719.0	+	AIR synthase family protein	Thiamine-monophosphate kinase	"Post-translational modification, protein turnover,and chaperones"	A0A0U3FXB4	NC_007181.1
SACI_RS11015	Saci_2277	Saci_2277	Sacid_02278		2118781.0	2122626.0	-	peptidase S53	hypothetical protein	"Post-translational modification, protein turnover,and chaperones"	A0A0U3FPH7	NC_007181.1
SACI_RS11020	Saci_2278	Saci_2278	Sacid_02280		2122816.0	2123343.0	-	type 1 glutamine amidotransferase	putative protein	"Post-translational modification, protein turnover,and chaperones"	A0A0U3HN87	NC_007181.1
SACI_RS11025	Saci_2279	Saci_2279	Sacid_02281		2123432.0	2124382.0	+	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3FPU2	NC_007181.1
SACI_RS11030	Saci_2280	Saci_2280	Sacid_02282		2124445.0	2124966.0	+	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3FGR2	NC_007181.1
SACI_RS11035	ilvI	Saci_2281	Sacid_02283		2125123.0	2126745.0	+	thiamine pyrophosphate-requiring protein	Acetolactate synthase isozyme 3 large subunit	Amino acid transport and metabolism	A0A0U3GUL6	NC_007181.1
SACI_RS11040	proP_3	Saci_2282	Sacid_02284		2126779.0	2128113.0	-	MFS transporter	Proline/betaine transporter	Carbohydrate transport and metabolism	A0A0U3GVN6	NC_007181.1
SACI_RS11045	Saci_2283	Saci_2283	Sacid_02285		2128235.0	2128807.0	-	TenA family transcriptional regulator	hypothetical protein	Transcription	A0A0U3GMU8	NC_007181.1
SACI_RS11050	patZ	Saci_2284	Sacid_02286		2128847.0	2129314.0	-	GNAT family N-acetyltransferase	Peptidyl-lysine N-acetyltransferase PatZ	Transcription	A0A0U3H4I3	NC_007181.1
SACI_RS11055	paaG	Saci_2285	Sacid_02287		2129497.0	2130240.0	-	enoyl-CoA hydratase/isomerase family protein	"1,2-epoxyphenylacetyl-CoA isomerase"	Lipid transport and metabolism	A0A0U3GQ15	NC_007181.1
SACI_RS11060	echA8	Saci_2286	Sacid_02288		2130237.0	2131004.0	-	enoyl-CoA hydratase/isomerase family protein	putative enoyl-CoA hydratase echA8	Lipid transport and metabolism	A0A0U2W5Q4	NC_007181.1
SACI_RS11065	ddmA1	Saci_2287	Sacid_02289		2131047.0	2132318.0	-	NAD(P)/FAD-dependent oxidoreductase	"Dicamba O-demethylase 1, ferredoxin reductase component"	Function unknown	A0A0U2VX80	NC_007181.1
SACI_RS11070	mmgA	Saci_2288	Sacid_02290		2132357.0	2133517.0	+	thiolase domain-containing protein	Acetyl-CoA acetyltransferase	Lipid transport and metabolism	A0A0U2X1T6	NC_007181.1
SACI_RS11075	Saci_2289	Saci_2289	Sacid_02291		2133544.0	2133954.0	-	hotdog fold thioesterase	hypothetical protein	"Secondary metabolites biosynthesis, transport, and catabolism"	A0A0U2WU88	NC_007181.1
SACI_RS11080	paaK	Saci_2290	Sacid_02292		2133964.0	2135250.0	-	phenylacetate--CoA ligase	Phenylacetate-coenzyme A ligase	Coenzyme transport and metabolism	A0A0U3HBP0	NC_007181.1
SACI_RS11085	Saci_2291	Saci_2291	Sacid_02293		2135247.0	2135630.0	-	Zn-ribbon domain-containing OB-fold protein	hypothetical protein	Function unknown	A0A0U3HBN7	NC_007181.1
SACI_RS11090	Saci_2292	Saci_2292	Sacid_02294		2135644.0	2136672.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3H3Z3	NC_007181.1
SACI_RS11095	Saci_2293	Saci_2293	Sacid_02295		2136785.0	2137627.0	-	fumarylacetoacetate hydrolase family protein	hypothetical protein	"Secondary metabolites biosynthesis, transport, and catabolism"	Q4J6K3	NC_007181.1
SACI_RS11100	hpaH	Saci_2294	Sacid_02296		2137633.0	2139105.0	-	4-hydroxyphenylacetate 3-hydroxylase family protein	Anthranilate 3-monooxygenase oxygenase component	"Secondary metabolites biosynthesis, transport, and catabolism"	A0A0U2NGH6	NC_007181.1
SACI_RS11105	hpaD	Saci_2295	Sacid_02297	bphC	2139102.0	2140043.0	-	"3,4-dihydroxyphenylacetate 2,3-dioxygenase"	"Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase"	Amino acid transport and metabolism	A0A0U3HN78	NC_007181.1
SACI_RS11110	Saci_2296	Saci_2296	Sacid_02298		2140132.0	2140764.0	-	helix-turn-helix domain-containing protein	hypothetical protein	Function unknown	A0A0U3HFP8	NC_007181.1
SACI_RS11115	Saci_2297	Saci_2297	Sacid_02299		2140872.0	2141753.0	-	pirin family protein	hypothetical protein	Function unknown	A0A0U3FGP5	NC_007181.1
SACI_RS11120	acsA_6	Saci_2298	Sacid_02300		2142036.0	2143856.0	+	AMP-binding protein	Acetyl-coenzyme A synthetase	Lipid transport and metabolism	A0A0U3GUI9	NC_007181.1
SACI_RS11125	Saci_2299	Saci_2299	Sacid_02301		2143884.0	2144159.0	+	4a-hydroxytetrahydrobiopterin dehydratase	Putative pterin-4-alpha-carbinolamine dehydratase	Coenzyme transport and metabolism	A0A0U3GVM3	NC_007181.1
SACI_RS11130	namA	Saci_2300	Sacid_02302		2144203.0	2145855.0	+	NAD(P)-binding protein	NADPH dehydrogenase	Energy production and conversion	A0A0U3HCK9	NC_007181.1
SACI_RS11135	tri1	Saci_2301	Sacid_02303		2146190.0	2149228.0	+	S41 family peptidase	Tricorn protease 	"Post-translational modification, protein turnover,and chaperones"	A0A0U3GMT3	NC_007181.1
SACI_RS11140	drrA_4	Saci_2302	Sacid_02304		2149475.0	2150302.0	+	ABC transporter ATP-binding protein	Daunorubicin/doxorubicin resistance ATP-binding protein DrrA	Defense mechanisms	A0A0U3GPZ7	NC_007181.1
SACI_RS11770	SACI_RS11770				2150531.0	2150794.0	-	hypothetical protein		No COG annotation	UPI0002B2714E	NC_007181.1
SACI_RS11905	SACI_RS11905		Sacid_02305		2150787.0	2151026.0	+	hypothetical protein	hypothetical protein	Inorganic ion transport and metabolism	UPI0009C0248D	NC_007181.1
SACI_RS11150	Saci_2304	Saci_2304	Sacid_02307		2151305.0	2152135.0	-	ABC transporter permease	hypothetical protein	Function unknown	A0A0U3FYP5	NC_007181.1
SACI_RS11155	nosF	Saci_2305	Sacid_02308		2152128.0	2153012.0	-	ABC transporter ATP-binding protein	putative ABC transporter ATP-binding protein NosF	Defense mechanisms	A0A0U3GHM9	NC_007181.1
SACI_RS11160	Saci_2306	Saci_2306	Sacid_02309		2153105.0	2154970.0	+	2-oxoacid:acceptor oxidoreductase subunit alpha	hypothetical protein	Energy production and conversion	A0A0U2Y9W9	NC_007181.1
SACI_RS11165	Saci_2307	Saci_2307	Sacid_02310		2154960.0	2155871.0	+	2-oxoacid:ferredoxin oxidoreductase subunit beta	hypothetical protein	Energy production and conversion	A0A0U3FQD0	NC_007181.1
SACI_RS11170	Saci_2308	Saci_2308	Sacid_02311		2155868.0	2156188.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U2WU72	NC_007181.1
SACI_RS11175	Saci_2309	Saci_2309	Sacid_02312		2156305.0	2156652.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3FX83	NC_007181.1
SACI_RS11180	Saci_2310	Saci_2310	Sacid_02313		2156687.0	2157397.0	+	sugar nucleotide-binding protein	hypothetical protein	Cell wall/membrane/envelope biogenesis	A0A0U3H3X0	NC_007181.1
SACI_RS11185	Saci_2311	Saci_2311	Sacid_02314		2157365.0	2157715.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3H3Y0	NC_007181.1
SACI_RS11190	rsmB_2	Saci_2312	Sacid_02315		2157765.0	2158817.0	+	RsmB/NOP family class I SAM-dependent RNA methyltransferase	Ribosomal RNA small subunit methyltransferase B	"Translation, ribosomal structure and biogenesis"	A0A0U3FPF5	NC_007181.1
SACI_RS11195	yodB	Saci_2313	Sacid_02316		2158809.0	2159126.0	-	helix-turn-helix transcriptional regulator	HTH-type transcriptional regulator YodB	Transcription	A0A0U2NAK0	NC_007181.1
SACI_RS11200	Saci_2314	Saci_2314	Sacid_02317		2159485.0	2159967.0	+	hypothetical protein	hypothetical protein	Function unknown	M1I8J8	NC_007181.1
SACI_RS11210	Saci_2316	Saci_2316	Sacid_02319		2160215.0	2161798.0	-	predicted Fe-S-oxidoreductase and probably part of the aap pilus	hypothetical protein	Energy production and conversion	A0A0U3GUH3	NC_007181.1
SACI_RS11215	Saci_2317	Saci_2317	Sacid_02320		2161884.0	2163566.0	-	"type IV secretory pathway archaeal flagella biosynthesis, type II/IV secretion system ATPase subunit"	hypothetical protein	Cell motility	A0A0U3FH28	NC_007181.1
SACI_RS11220	Saci_2318	Saci_2318	Sacid_02321		2163735.0	2165570.0	-	type II secretion system F family protein	hypothetical protein	Cell motility	A0A0U3F8Z8	NC_007181.1
SACI_RS11775	Saci_2319	Saci_2319			2165983.0	2166234.0	-	hypothetical protein		No COG annotation	UPI0002B290FB	NC_007181.1
SACI_RS11230	gltB_1	Saci_2320	Sacid_02323	gltB	2166873.0	2169011.0	+	glutamate synthase	hypothetical protein	Amino acid transport and metabolism	A0A0U3GMR7	NC_007181.1
SACI_RS11235	gltB_2	Saci_2321	Sacid_02324	"gltB, purF_3"	2169008.0	2170987.0	+	glutamate synthase	Amidophosphoribosyltransferase	Amino acid transport and metabolism	M1IYB3	NC_007181.1
SACI_RS11240	Saci_2322	Saci_2322	Sacid_02325		2171040.0	2171867.0	+	cobalt-precorrin 5A hydrolase	hypothetical protein	Coenzyme transport and metabolism	A0A0U3GX65	NC_007181.1
SACI_RS11245	btuF_2	Saci_2323	Sacid_02326		2171848.0	2172654.0	+	ABC transporter substrate-binding protein	Vitamin B12-binding protein	Inorganic ion transport and metabolism	A0A0U3GHL3	NC_007181.1
SACI_RS11250	Saci_2324	Saci_2324	Sacid_02327		2172651.0	2173166.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3GZR0	NC_007181.1
SACI_RS11255	cimA	Saci_2325	Sacid_02328		2173252.0	2174823.0	+	citramalate synthase	(R)-citramalate synthase	Amino acid transport and metabolism	A0A0U2Y9V6	NC_007181.1
SACI_RS11260	ubiA	Saci_2326	Sacid_02329		2174826.0	2175716.0	+	4-hydroxybenzoate octaprenyltransferase	4-hydroxybenzoate octaprenyltransferase	Coenzyme transport and metabolism	A0A0U3FQB4	NC_007181.1
SACI_RS11265	Saci_2328	Saci_2328	Sacid_02330		2175798.0	2176604.0	-	gamma-glutamylcyclotransferase	hypothetical protein	Function unknown	M1J1T7	NC_007181.1
SACI_RS11270	Saci_2329	Saci_2329	Sacid_02331		2176597.0	2176887.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U2Y238	NC_007181.1
SACI_RS11275	Saci_2330	Saci_2330	Sacid_02332		2176874.0	2177236.0	-	NfeD family protein	hypothetical protein	"Post-translational modification, protein turnover,and chaperones"	A0A0U3H3V3	NC_007181.1
SACI_RS11280	Saci_2331	Saci_2331	Sacid_02333		2177273.0	2178577.0	+	thermopsin family protease	hypothetical protein	Function unknown	A0A0U3H3W7	NC_007181.1
SACI_RS11285	Saci_2332	Saci_2332	Sacid_02334		2178593.0	2179369.0	+	slipin family protein	hypothetical protein	"Post-translational modification, protein turnover,and chaperones"	A0A0U3FPP3	NC_007181.1
SACI_RS11290	Saci_2334	Saci_2334	Sacid_02335		2179658.0	2180950.0	-	ATP-binding protein	hypothetical protein	Function unknown	A0A0U3FGL3	NC_007181.1
SACI_RS11300	thiI	Saci_2336	Sacid_02336		2181444.0	2182553.0	+	tRNA 4-thiouridine(8) synthase ThiI	tRNA sulfurtransferase	Coenzyme transport and metabolism	A0A0U3GUG1	NC_007181.1
SACI_RS11305	ino1_2	Saci_2337	Sacid_02337		2182633.0	2183670.0	-	myo-inositol-1-phosphate synthase	Inositol-3-phosphate synthase	Lipid transport and metabolism	A0A0U3GVK0	NC_007181.1
SACI_RS11310	nuoN	Saci_2338	Sacid_02338	ndhB_1	2183672.0	2185060.0	-	NADH-quinone oxidoreductase subunit NuoN	"NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic"	Energy production and conversion	A0A0U3HCI3	NC_007181.1
SACI_RS11315	ndhB_2	Saci_2339	Sacid_02339		2185062.0	2188487.0	-	oxidoreductase	"NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic"	Energy production and conversion	A0A0U3H4D7	NC_007181.1
SACI_RS11320	ndhE	Saci_2340	Sacid_02340		2188490.0	2188774.0	-	NADH-quinone oxidoreductase subunit K	"NAD(P)H-quinone oxidoreductase subunit 4L, chloroplastic"	Energy production and conversion	A0A0U3GPW4	NC_007181.1
SACI_RS11325	Saci_2341	Saci_2341	Sacid_02341		2188774.0	2189280.0	-	NADH-quinone oxidoreductase subunit J	hypothetical protein	Energy production and conversion	A0A0U3H4R4	NC_007181.1
SACI_RS11330	nuoI	Saci_2342	Sacid_02342	ndhI_2	2189264.0	2189761.0	-	NADH-quinone oxidoreductase subunit NuoI	"NAD(P)H-quinone oxidoreductase subunit I, chloroplastic"	Energy production and conversion	A0A0U3FYL0	NC_007181.1
SACI_RS11335	nuoH	Saci_2343	Sacid_02343	ndhA	2189749.0	2190807.0	-	NADH-quinone oxidoreductase subunit NuoH	NAD(P)H-quinone oxidoreductase subunit 1	Energy production and conversion	A0A0U3GHK1	NC_007181.1
SACI_RS11340	nqo4	Saci_2344	Sacid_02344		2190807.0	2192009.0	-	NADH-quinone oxidoreductase subunit D	NADH-quinone oxidoreductase subunit 4	Energy production and conversion	A0A0U2Y9U4	NC_007181.1
SACI_RS11345	ndhJ	Saci_2345	Sacid_02345		2191993.0	2192496.0	-	NADH-quinone oxidoreductase subunit C	NAD(P)H-quinone oxidoreductase subunit J	Energy production and conversion	UPI0002B262E2	NC_007181.1
SACI_RS11350	ndhC	Saci_2346	Sacid_02346		2192493.0	2192882.0	-	NADH-quinone oxidoreductase subunit A	hypothetical protein	Energy production and conversion	A0A0U3HBJ0	NC_007181.1
SACI_RS11355	thyX	Saci_2347	Sacid_02347		2193124.0	2193906.0	-	FAD-dependent thymidylate synthase	Flavin-dependent thymidylate synthase	Nucleotide transport and metabolism	A0A0U2WU35	NC_007181.1
SACI_RS11360	Saci_2348	Saci_2348	Sacid_02348		2194024.0	2194359.0	-	DUF2175 domain-containing protein	hypothetical protein	Function unknown	A0A0U2Y221	NC_007181.1
SACI_RS11365	Saci_2349	Saci_2349	Sacid_02349		2194956.0	2196104.0	+	hypothetical protein	hypothetical protein	No COG annotation	A0A0U2W0I5	NC_007181.1
SACI_RS11370	Saci_2350	Saci_2350	Sacid_02350		2196151.0	2196855.0	-	DUF364 domain-containing protein	hypothetical protein	Function unknown	A0A0U3H3T7	NC_007181.1
SACI_RS11375	Saci_2352	Saci_2352	Sacid_02351		2197179.0	2197658.0	+	PadR family transcriptional regulator	hypothetical protein	Transcription	A0A0U3HN32	NC_007181.1
SACI_RS11380	thiDN	Saci_2353	Sacid_02352		2197662.0	2198216.0	-	hypothetical protein	Bifunctional thiamine biosynthesis protein ThiDN	Coenzyme transport and metabolism	A0A0U3H3V2	NC_007181.1
SACI_RS11385	smc_3	Saci_2354	Sacid_02353		2198399.0	2199826.0	-	carboxypeptidase regulatory-like domain-containing protein	Chromosome partition protein Smc	No COG annotation	A0A0U3FGJ9	NC_007181.1
SACI_RS11390	Saci_2355	Saci_2355	Sacid_02354		2199897.0	2204171.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3GX02	NC_007181.1
SACI_RS11910	Saci_2356	Saci_2356	Sacid_02355		2204892.0	2206832.0	+	hypothetical protein	hypothetical protein	No COG annotation	A0A0U2NAI3	NC_007181.1
SACI_RS11400	Saci_2357	Saci_2357	Sacid_02356		2207063.0	2207491.0	-	PaREP1 family protein	hypothetical protein	Function unknown	A0A0U3GVI7	NC_007181.1
SACI_RS11410	Saci_2359	Saci_2359	Sacid_02358		2208178.0	2208876.0	-	helix-turn-helix domain-containing protein	hypothetical protein	Transcription	A0A0U3HCG6	NC_007181.1
SACI_RS11420	Saci_2361	Saci_2361	Sacid_02360		2209170.0	2209520.0	-	nascent polypeptide-associated complex protein	hypothetical protein	"Translation, ribosomal structure and biogenesis"	A0A0U3F8W6	NC_007181.1
SACI_RS11425	Saci_2362	Saci_2362	Sacid_02361		2209567.0	2210835.0	+	MBL fold metallo-hydrolase	Ribonuclease	"Translation, ribosomal structure and biogenesis"	A0A0U3GPU7	NC_007181.1
SACI_RS11430	Saci_2363	Saci_2363	Sacid_02362		2210832.0	2211995.0	+	Ser-tRNA(Thr) hydrolase	hypothetical protein	"Translation, ribosomal structure and biogenesis"	A0A0U3GMP0	NC_007181.1
SACI_RS11435	glmS	Saci_2364	Sacid_02363		2211982.0	2213754.0	-	glutamine--fructose-6-phosphate transaminase (isomerizing)	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	Cell wall/membrane/envelope biogenesis	A0A0U3FYJ6	NC_007181.1
SACI_RS11440	galK	Saci_2365	Sacid_02364	mvk	2213777.0	2214721.0	-	mevalonate kinase	Galactokinase	Nucleotide transport and metabolism	A0A0U2X1M1	NC_007181.1
SACI_RS11445	glmU_2	Saci_2366	Sacid_02365		2214749.0	2215819.0	+	NDP-sugar synthase	Bifunctional protein GlmU	Cell wall/membrane/envelope biogenesis	A0A0U2Y9T0	NC_007181.1
SACI_RS11450	Saci_2367	Saci_2367	Sacid_02366		2215838.0	2216185.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3GHH5	NC_007181.1
SACI_RS11455	Saci_2368	Saci_2368	Sacid_02367		2216324.0	2217106.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3HBG4	NC_007181.1
SACI_RS11460	asd_2	Saci_2370	Sacid_02368	asd	2217234.0	2218298.0	-	aspartate-semialdehyde dehydrogenase	Aspartate-semialdehyde dehydrogenase	Amino acid transport and metabolism	A0A0U3FQ94	NC_007181.1
SACI_RS11465	COQ5_5	Saci_2371	Sacid_02369		2218618.0	2219355.0	-	class I SAM-dependent methyltransferase	"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial"	"Secondary metabolites biosynthesis, transport, and catabolism"	A0A0U2NGD2	NC_007181.1
SACI_RS11470	Saci_2372	Saci_2372	Sacid_02370		2219468.0	2220394.0	+	ornithine cyclodeaminase family protein	Delta(1)-pyrroline-2-carboxylate reductase	Amino acid transport and metabolism	A0A0U2Y205	NC_007181.1
SACI_RS11475	cobO	Saci_2373	Sacid_02371		2220381.0	2220989.0	-	"cob(I)yrinic acid a,c-diamide adenosyltransferase"	Cobalamin adenosyltransferase	Coenzyme transport and metabolism	UPI000055294E	NC_007181.1
SACI_RS11480	Saci_2374	Saci_2374	Sacid_02372		2221039.0	2224263.0	-	S8 family serine peptidase	hypothetical protein	"Post-translational modification, protein turnover,and chaperones"	A0A0U3FPL4	NC_007181.1
