locus_tag	gene_name	old_locus_tag	prokka_locus_tag	synonyms	start	end	strand	gene_product	gene_product_prokka	COG	uniprot	accession	operon
SACI_RS09220	mshA_3	Saci_1914	Sacid_01888		1715286	1716353	+	glycosyltransferase	D-inositol-3-phosphate glycosyltransferase	Cell wall/membrane/envelope biogenesis	A0A0U3GY17	NC_007181.1	Op1119
SACI_RS09225	Saci_1915	Saci_1915	Sacid_01889		1716446	1717402	-	glycosyltransferase family 2 protein	hypothetical protein	Cell wall/membrane/envelope biogenesis	A0A0U3GIM8	NC_007181.1	Op1120
SACI_RS09230	mshA_4	Saci_1916	Sacid_01890		1717417	1718739	-	glycosyltransferase	D-inositol-3-phosphate glycosyltransferase	Cell wall/membrane/envelope biogenesis	A0A0U2VYE3	NC_007181.1	Op1120
SACI_RS09235	Saci_1917	Saci_1917	Sacid_01891		1718771	1721044	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3FRK1	NC_007181.1	Op1120
SACI_RS09240	Saci_1918	Saci_1918	Sacid_01892		1721168	1721947	+	FkbM family methyltransferase	hypothetical protein	Secondary metabolites biosynthesis, transport and catabolism	A0A0U3GWK3	NC_007181.1	Op1121
SACI_RS09245	Saci_1919	Saci_1919	Sacid_01893		1722653	1724938	+	DUF2079 domain-containing protein	hypothetical protein	Function Unknown	A0A0U3HDE5	NC_007181.1	Op1122
SACI_RS09250	Saci_1920	Saci_1920	Sacid_01894		1725044	1727362	-	DUF2079 domain-containing protein	hypothetical protein	Function Unknown	A0A0U3FTI6	NC_007181.1	Op1123
SACI_RS09255	mshA_5	Saci_1921	Sacid_01897		1729694	1730845	-	glycosyltransferase family 4 protein	D-inositol-3-phosphate glycosyltransferase	Cell wall/membrane/envelope biogenesis	A0A0U3H4W8	NC_007181.1	Op1124
SACI_RS09260	Saci_1922	Saci_1922	Sacid_01898		1731075	1732388	+	glycosyltransferase family 4 protein	hypothetical protein	Cell wall/membrane/envelope biogenesis	A0A0U3H4X0	NC_007181.1	Op1125
SACI_RS09265	glgA_2	Saci_1923	Sacid_01899		1732671	1733780	+	glycosyltransferase	Glycogen synthase	Cell wall/membrane/envelope biogenesis	A0A0U3FQB6	NC_007181.1	Op1126
SACI_RS09270	Saci_1924	Saci_1924	Sacid_01901		1734304	1734618	+	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U3FZR3	NC_007181.1	Op1127
SACI_RS09275	SACI_RS09275		Sacid_01903		1734967	1735197	-	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U3HGP1	NC_007181.1	Op1128
SACI_RS09280	SACI_RS09280		Sacid_01904		1735255	1735434	-	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U3FI66	NC_007181.1	Op1129
SACI_RS11720	SACI_RS11720		Sacid_01905		1735450	1735659	-	alkaline phosphatase family protein	hypothetical protein	Inorganic ion transport and metabolism	M1I770	NC_007181.1	Op1129
SACI_RS09285	cysH_1	Saci_1925	Sacid_01906		1735733	1736473	-	phosphoadenosine phosphosulfate reductase family protein	Phosphoadenosine phosphosulfate reductase	Amino acid transport and metabolism	UPI0009B5D3CD	NC_007181.1	Op1130
SACI_RS09290	Saci_1926	Saci_1926	Sacid_01907		1737837	1738394	-	hypothetical protein	hypothetical protein	Cell wall/membrane/envelope biogenesis	A0A0U3F9Z7	NC_007181.1	Op1131
SACI_RS09295	Saci_1927	Saci_1927	Sacid_01908		1738494	1738892	-	glycosyltransferase	hypothetical protein	Cell wall/membrane/envelope biogenesis	A0A0U3HCJ9	NC_007181.1	Op1132
SACI_RS09300	Saci_1928	Saci_1928	Sacid_01909		1739123	1739647	+	HEPN anti-toxin MNT (minimal nucleotide transferase)	hypothetical protein	Function Unknown	M1J0I7	NC_007181.1	Op1133
SACI_RS09305	Saci_1929	Saci_1929	Sacid_01910		1739634	1739975	+	HEPN toxin	hypothetical protein	Defense mechanisms	A0A0U3HCL7	NC_007181.1	Op1133
SACI_RS09310	Saci_1930	Saci_1930	Sacid_01912		1740627	1741877	-	ATP-binding protein	hypothetical protein	General Function Prediction Only	A0A0U3H5M5	NC_007181.1	Op1134
SACI_RS09315	Saci_1931	Saci_1931	Sacid_01913		1742374	1742790	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U2NHA4	NC_007181.1	Op1135
SACI_RS09320	Saci_1932	Saci_1932	Sacid_01916		1743440	1743625	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3HP10	NC_007181.1	Op1136
SACI_RS09325	Saci_1933	Saci_1933	Sacid_01917		1743815	1744156	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3FQM3	NC_007181.1	Op1137
SACI_RS11725	SACI_RS11725				1744706	1744900	+	hypothetical protein		No arCOG annotation	M1J0J7	NC_007181.1	Op1138
SACI_RS09330	norW_2	Saci_1934	Sacid_01919		1745193	1746188	-	FAD-dependent oxidoreductase	Nitric oxide reductase FlRd-NAD(+) reductase	Energy production and conversion	A0A0U3FRH5	NC_007181.1	Op1139
SACI_RS09335	ydaP	Saci_1935	Sacid_01920		1746190	1747839	-	pyruvate oxidase	Putative thiamine pyrophosphate-containing protein YdaP	Carbohydrate transport and metabolism	A0A0U3FHJ1	NC_007181.1	Op1139
SACI_RS09340	Saci_1936	Saci_1936	Sacid_01921		1748008	1748289	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3GVD0	NC_007181.1	Op1140
SACI_RS09345	Saci_1937	Saci_1937	Sacid_01922		1748267	1748662	+	type II toxin-antitoxin system VapC family toxin	hypothetical protein	Defense mechanisms	A0A0U3GWJ0	NC_007181.1	Op1141
SACI_RS09350	KGSADH	Saci_1938	Sacid_01923	aldHT_2	1748995	1750431	-	α-ketoglutarate semialdehyde dehydrogenase	Aldehyde dehydrogenase, thermostable	Energy production and conversion	A0A0U2Y4W5	NC_007181.1	Op1142
SACI_RS09355	D-KDXD_2	Saci_1939	Sacid_01924	L-KDAD_2	1750538	1751416	+	2-keto-deoxy-D-xylonate/(L-/D-)arabinoate dehydratase	hypothetical protein	General Function Prediction Only	A0A0U2W7A3	NC_007181.1	Op1143
SACI_RS09360	laaA	Saci_1940	Sacid_01925		1751553	1752071	-	proline iminopeptidase-family hydrolase	L-amino acid amidase	General Function Prediction Only	UPI00005527BE	NC_007181.1	Op1144
SACI_RS09365	tnpB_1	Saci_1941	Sacid_01926	tnpB	1752082	1753335	-	IS200/IS605 family element transposase accessory protein TnpB	IS607 family transposase ISSto13	Replication, recombination and repair	M1I799	NC_007181.1	Op1144
SACI_RS09370	pip	Saci_1942	Sacid_01927		1753532	1753918	-	alpha/beta fold hydrolase	Proline iminopeptidase	General Function Prediction Only	A0A0U3H5F3	NC_007181.1	Op1145
SACI_RS11500	SACI_RS11500		Sacid_01928		1754145	1754933	+	hypothetical protein	hypothetical protein	No arCOG annotation	UPI00068B19DE	NC_007181.1	Op1146
SACI_RS09380	xylE_1	Saci_1943	Sacid_01929		1755149	1756606	-	sugar porter family MFS transporter	D-xylose-proton symporter	Carbohydrate transport and metabolism	M1J3Z7	NC_007181.1	Op1147
SACI_RS09385	satP	Saci_1944	Sacid_01930		1756984	1757544	-	hypothetical protein	Succinate-acetate/proton symporter SatP	Function Unknown	A0A0U3HGK1	NC_007181.1	Op1148
SACI_RS09390	Saci_1945	Saci_1945	Sacid_01931		1757884	1758276	-	PIN domain-containing protein	hypothetical protein	Defense mechanisms	A0A0U3FI35	NC_007181.1	Op1149
SACI_RS09395	Saci_1946	Saci_1946	Sacid_01932		1758283	1758555	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U2YAV8	NC_007181.1	Op1149
SACI_RS09400	Saci_1947	Saci_1947	Sacid_01934		1759516	1759740	+	hypothetical protein	hypothetical protein	Transcription	A0A0U3GMH0	NC_007181.1	Op1150
SACI_RS09405	SACI_RS09405		Sacid_01935		1759822	1760028	+	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U3HCK3	NC_007181.1	Op1151
SACI_RS11990	SACI_RS11990				1760019	1760123	+	type II toxin-antitoxin system VapC family toxin		No arCOG annotation	UPI0011BDD67A	NC_007181.1	Op1151
SACI_RS09410	Saci_1948	Saci_1948	Sacid_01936		1760591	1761829	-	MFS transporter	hypothetical protein	Carbohydrate transport and metabolism	A0A0U3FY74	NC_007181.1	Op1152
SACI_RS09415	Saci_1949	Saci_1949	Sacid_01937		1762556	1763086	+	PaREP1 family protein	hypothetical protein	General Function Prediction Only	A0A0U2NH93	NC_007181.1	Op1153
SACI_RS09420	Saci_1950	Saci_1950	Sacid_01938		1763695	1764372	-	hypothetical protein	hypothetical protein	Defense mechanisms	A0A0U3HNZ6	NC_007181.1	Op1154
SACI_RS09430	Saci_1952	Saci_1952	Sacid_01939		1765335	1765583	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3FQL6	NC_007181.1	Op1155
SACI_RS09435	Saci_1953	Saci_1953	Sacid_01940		1765576	1765995	+	PIN domain-containing protein	hypothetical protein	Defense mechanisms	M1IXR2	NC_007181.1	Op1155
SACI_RS09440	vapC_2	Saci_1954	Sacid_01941		1766204	1766599	-	PIN domain-containing protein	tRNA(fMet)-specific endonuclease VapC	Defense mechanisms	A0A0U2Y313	NC_007181.1	Op1156
SACI_RS09445	Saci_1955	Saci_1955	Sacid_01942		1766583	1766810	-	AbrB/MazE/SpoVT family DNA-binding domain-containing protein	hypothetical protein	Transcription	A0A0U3GWH9	NC_007181.1	Op1156
SACI_RS09450	slyA	Saci_1956	Sacid_01943		1766910	1767353	-	MarR family transcriptional regulator	Transcriptional regulator SlyA	Transcription	A0A0U3H6S6	NC_007181.1	Op1157
SACI_RS09455	mdtD_2	Saci_1957	Sacid_01944		1767340	1769043	-	MFS transporter	Putative multidrug resistance protein MdtD	Carbohydrate transport and metabolism	A0A0U3H4T7	NC_007181.1	Op1157
SACI_RS09460	Saci_1958	Saci_1958	Sacid_01945		1769620	1770117	+	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U3GQV7	NC_007181.1	Op1158
SACI_RS09465	Saci_1959	Saci_1959	Sacid_01946		1770138	1770809	+	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U2NB29	NC_007181.1	Op1158
SACI_RS11995	Saci_1960	Saci_1960	Sacid_01947		1770815	1771582	+	hypothetical protein	hypothetical protein	No arCOG annotation	Q4J7G9	NC_007181.1	Op1158
SACI_RS09475	btuD_9	Saci_1961	Sacid_01948		1771579	1772433	+	ABC transporter ATP-binding protein	Vitamin B12 import ATP-binding protein BtuD	Defense mechanisms	A0A0U3FI21	NC_007181.1	Op1158
SACI_RS09480	Saci_1962	Saci_1962	Sacid_01949		1772405	1772992	+	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U3F9T9	NC_007181.1	Op1159
SACI_RS09485	Saci_1963	Saci_1963	Sacid_01951		1773315	1773644	+	Rieske (2Fe-2S) protein	hypothetical protein	Inorganic ion transport and metabolism	A0A0U3HCH9	NC_007181.1	Op1160
SACI_RS09490	Saci_1964	Saci_1964	Sacid_01952		1773811	1774071	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3GNP2	NC_007181.1	Op1161
SACI_RS09495	fabG_6	Saci_1965	Sacid_01953		1774515	1775249	+	beta-ketoacyl-ACP reductase	3-oxoacyl-[acyl-carrier-protein] reductase FabG	Lipid transport and metabolism	A0A0U3H5J5	NC_007181.1	Op1162
SACI_RS09500	lcfB_1	Saci_1966	Sacid_01954	fadD	1775246	1776781	+	AMP-binding protein	Long-chain-fatty-acid--CoA ligase	Lipid transport and metabolism	A0A0U3GXU2	NC_007181.1	Op1162
SACI_RS09505	gci	Saci_1967	Sacid_01955		1776768	1777886	+	mandelate racemase/muconate lactonizing enzyme family protein	D-galactarolactone cycloisomerase	Cell wall/membrane/envelope biogenesis	A0A0U3HNY0	NC_007181.1	Op1162
SACI_RS09510	Saci_1968	Saci_1968	Sacid_01956		1777888	1779048	+	thiolase family protein	hypothetical protein	Lipid transport and metabolism	A0A0U3FS63	NC_007181.1	Op1162
SACI_RS09515	Saci_1969	Saci_1969	Sacid_01957		1779041	1779385	+	hypothetical protein	hypothetical protein	General Function Prediction Only	A0A0U3GIH0	NC_007181.1	Op1162
SACI_RS09520	Saci_1970	Saci_1970	Sacid_01958		1779782	1780024	+	AbrB/MazE/SpoVT family DNA-binding domain-containing protein	hypothetical protein	Transcription	A0A0U2VY66	NC_007181.1	Op1163
SACI_RS12000	SACI_RS12000		Sacid_01959		1780130	1780285	+	hypothetical protein	hypothetical protein	Defense mechanisms	UPI000A8CB844	NC_007181.1	Op1164
SACI_RS09525	Saci_1972	Saci_1972	Sacid_01960		1780729	1782069	+	APC family permease	hypothetical protein	Amino acid transport and metabolism	A0A0U3GVA6	NC_007181.1	Op1165
SACI_RS09530	Saci_1973	Saci_1973	Sacid_01961		1782228	1784474	+	MMPL family transporter	hypothetical protein	General Function Prediction Only	A0A0U2WV23	NC_007181.1	Op1166
SACI_RS09535	Saci_1974	Saci_1974	Sacid_01962		1784778	1785683	-	hypothetical protein	hypothetical protein	Replication, recombination and repair	A0A0U2Y2Z5	NC_007181.1	Op1167
SACI_RS09540	SACI_RS09540		Sacid_01963		1787219	1787317	+	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U2X333	NC_007181.1	Op1168
SACI_RS09545	Saci_1975	Saci_1975	Sacid_01964		1788086	1788946	+	site-specific DNA-methyltransferase	hypothetical protein	Replication, recombination and repair	A0A0U3H5B4	NC_007181.1	Op1169
SACI_RS09550	Saci_1976	Saci_1976	Sacid_01965		1788954	1790069	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3H4R6	NC_007181.1	Op1169
SACI_RS09555	SACI_RS09555		Sacid_01966		1790751	1790999	-	hypothetical protein	hypothetical protein	Mobilome: prophages, transposons	A0A0U2W6N1	NC_007181.1	Op1170
SACI_RS09560	Saci_1977	Saci_1977	Sacid_01967		1791620	1792051	+	HEPN domain-containing protein	hypothetical protein	Function Unknown	A0A0U2NB19	NC_007181.1	Op1171
SACI_RS09565	Saci_1978	Saci_1978	Sacid_01968		1792029	1792373	+	nucleotidyltransferase domain-containing protein	hypothetical protein	General Function Prediction Only	A0A0U2X2I2	NC_007181.1	Op1172
SACI_RS09570	Saci_1979	Saci_1979	Sacid_01969		1792832	1794064	-	helix-turn-helix domain-containing protein	hypothetical protein	Transcription	A0A0U3FHZ6	NC_007181.1	Op1173
SACI_RS09575	Saci_1980	Saci_1980	Sacid_01970		1795356	1795592	+	hypothetical protein	hypothetical protein	Transcription	A0A0U3HCG5	NC_007181.1	Op1174
SACI_RS09580	Saci_1981	Saci_1981	Sacid_01971		1795579	1795983	+	type II toxin-antitoxin system VapC family toxin	hypothetical protein	Defense mechanisms	A0A0U3HCF3	NC_007181.1	Op1174
SACI_RS09585	Saci_1982	Saci_1982	Sacid_01972		1796696	1797802	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3GNM6	NC_007181.1	Op1175
SACI_RS09590	Saci_1983	Saci_1983	Sacid_01973		1798026	1798400	-	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U3H5H8	NC_007181.1	Op1176
SACI_RS09595	Saci_1984	Saci_1984	Sacid_01974		1799402	1799665	+	AbrB/MazE/SpoVT family DNA-binding domain-containing protein	hypothetical protein	Transcription	A0A0U3GXS5	NC_007181.1	Op1177
SACI_RS09600	Saci_1985	Saci_1985	Sacid_01975		1799655	1800041	+	type II toxin-antitoxin system VapC family toxin	hypothetical protein	Defense mechanisms	A0A0U3FQH9	NC_007181.1	Op1177
SACI_RS09605	Saci_1986	Saci_1986	Sacid_01976		1800311	1800781	+	hypothetical protein	hypothetical protein	Defense mechanisms	A0A0U3FHF0	NC_007181.1	Op1178
SACI_RS09610	Saci_1987	Saci_1987	Sacid_01977		1800804	1801706	+	CRISPR-associated DxTHG motif protein	hypothetical protein	Defense mechanisms	A0A0U2VY49	NC_007181.1	Op1178
SACI_RS11735	SACI_RS11735				1801913	1802144	+	DUF4145 domain-containing protein		No arCOG annotation		NC_007181.1	Op1179
SACI_RS11880	SACI_RS11880				1802184	1802258	+	PIN domain nuclease		No arCOG annotation		NC_007181.1	Op1179
SACI_RS09615	Saci_1988	Saci_1988	Sacid_01979		1802907	1804157	-	hypothetical protein	hypothetical protein	Replication, recombination and repair	A0A0U3GWE2	NC_007181.1	Op1180
SACI_RS09620	suaI	Saci_1989	Sacid_01980		1804174	1805922	-	Type II restriction enzyme SuaI, AAA family ATPase	hypothetical protein	Defense mechanisms	A0A0U2WV09	NC_007181.1	Op1180
SACI_RS09625	Saci_1990	Saci_1990	Sacid_01982		1806737	1807546	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U2Y2Y0	NC_007181.1	Op1181
SACI_RS09630	Saci_1991	Saci_1991	Sacid_01983		1808144	1809382	+	ATP-binding protein	hypothetical protein	General Function Prediction Only	A0A0U3H4N8	NC_007181.1	Op1182
SACI_RS09635	Saci_1992	Saci_1992	Sacid_01984		1809967	1810347	-	winged helix-turn-helix transcriptional regulator, CRISPR-Cas associated	hypothetical protein	Transcription	A0A0U3H4P9	NC_007181.1	Op1183
SACI_RS09640	Saci_1993	Saci_1993	Sacid_01985		1810423	1810956	+	DUF973 family protein	hypothetical protein	Function Unknown	A0A0U3FQ50	NC_007181.1	Op1184
SACI_RS09645	Saci_1994	Saci_1994	Sacid_01986		1811358	1811666	-	hypothetical protein	hypothetical protein	Defense mechanisms	A0A0U2X2I0	NC_007181.1	Op1185
SACI_RS09650	SACI_RS09650		Sacid_01987		1811691	1813018	-	ATP-binding protein	hypothetical protein	No arCOG annotation		NC_007181.1	Op1185
SACI_RS09655	Saci_1998	Saci_1998	Sacid_01991		1813650	1814243	+	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U2YAQ9	NC_007181.1	Op1186
SACI_RS09660	Saci_1999	Saci_1999	Sacid_01992		1814254	1815237	+	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U3HCF4	NC_007181.1	Op1186
SACI_RS09665	btuD_10	Saci_2000	Sacid_01993		1815241	1816053	+	ABC transporter ATP-binding protein	Vitamin B12 import ATP-binding protein BtuD	Defense mechanisms	A0A0U3F9Q2	NC_007181.1	Op1186
SACI_RS09670	Saci_2001	Saci_2001	Sacid_01994		1816157	1816741	+	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U3FY27	NC_007181.1	Op1187
SACI_RS09675	Saci_2002	Saci_2002	Sacid_01995		1817055	1817375	-	hypothetical protein	hypothetical protein	Defense mechanisms	A0A0U3GNK9	NC_007181.1	Op1188
SACI_RS09680	Saci_2003	Saci_2003	Sacid_01996		1817476	1817721	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3H5G1	NC_007181.1	Op1189
SACI_RS11740	SACI_RS11740				1818109	1818300	-	hypothetical protein		No arCOG annotation	UPI0002B261DE	NC_007181.1	Op1190
SACI_RS09685	Saci_2004	Saci_2004	Sacid_01997		1818507	1819094	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3FQG2	NC_007181.1	Op1191
SACI_RS09690	SACI_RS09690				1819081	1819281	-	hypothetical protein		No arCOG annotation	A0A0U3GID7	NC_007181.1	Op1191
SACI_RS09695	Saci_2005	Saci_2005	Sacid_01998		1819329	1819727	+	helix-turn-helix domain-containing protein	hypothetical protein	Transcription	A0A0U2VY20	NC_007181.1	Op1192
SACI_RS09700	Saci_2006	Saci_2006	Sacid_01999		1819708	1820253	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3GWC8	NC_007181.1	Op1192
SACI_RS12005	Saci_2007	Saci_2007	Sacid_02000		1820330	1821373	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3HD71	NC_007181.1	Op1193
SACI_RS09710	Saci_2008	Saci_2008	Sacid_02001	cas6	1821722	1822534	-	CRISPR-associated endoribonuclease Cas6	hypothetical protein	Defense mechanisms	A0A0U3H583	NC_007181.1	Op1194
SACI_RS09715	Saci_2009	Saci_2009	Sacid_02002		1822930	1823295	+	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U2Y2W6	NC_007181.1	Op1195
SACI_RS11750	SACI_RS11750				1823328	1823594	-	hypothetical protein		No arCOG annotation	M1IXH4	NC_007181.1	Op1196
SACI_RS09720	Saci_2010	Saci_2010	Sacid_02003	cas2	1824407	1824703	-	CRISPR-associated endonuclease Cas2	CRISPR-associated endoribonuclease Cas2	Defense mechanisms	A0A0U3H4L9	NC_007181.1	Op1197
SACI_RS09725	Saci_2011	Saci_2011	Sacid_02004	cas1, cas1-1	1824710	1825615	-	CRISPR-associated endonuclease Cas1	CRISPR-associated endonuclease Cas1 1	Defense mechanisms	A0A0U3H4N3	NC_007181.1	Op1197
SACI_RS09730	cas4		Sacid_02005, Sacid_02006		1827072	1827638	-	CRISPR-associated protein Cas4	hypothetical protein	Defense mechanisms		NC_007181.1	Op1197
SACI_RS09735	cas4a		Sacid_02007, Sacid_02008		1828174	1829049	-	type I-A CRISPR-associated protein Cas4/Csa1	hypothetical protein	Defense mechanisms		NC_007181.1	Op1198
SACI_RS11955	SACI_RS11955				1829337	1829474	+	hypothetical protein		No arCOG annotation	UPI000AA94FC4	NC_007181.1	Op1199
SACI_RS09740	Saci_2016	Saci_2016	Sacid_02009		1830318	1831514	-	hypothetical protein	hypothetical protein	Energy production and conversion	A0A0U2X2H2	NC_007181.1	Op1200
SACI_RS09745	sixA	Saci_2017	Sacid_02010		1831633	1832109	+	phosphohistidine phosphatase SixA	Phosphohistidine phosphatase SixA	Signal transduction mechanisms	A0A0U2YAP8	NC_007181.1	Op1201
SACI_RS09750	ppx	Saci_2018	Sacid_02011		1832110	1833345	+	Ppx/GppA family phosphatase	Exopolyphosphatase	Nucleotide transport and metabolism	A0A0U3HGE3	NC_007181.1	Op1201
SACI_RS09755	tmk_2	Saci_2019	Sacid_02012	tmk	1833342	1833983	+	dTMP kinase	Thymidylate kinase	Nucleotide transport and metabolism	A0A0U3FHW3	NC_007181.1	Op1201
SACI_RS09760	tmk_3	Saci_2020	Sacid_02013		1833962	1834594	+	thymidylate kinase	Thymidylate kinase	Nucleotide transport and metabolism	A0A0U3F9N6	NC_007181.1	Op1201
SACI_RS09765	Saci_2021	Saci_2021	Sacid_02014		1834584	1835204	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3GM94	NC_007181.1	Op1201
SACI_RS09770	SACI_RS09770		Sacid_02015		1835546	1835902	+	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U3GNJ3	NC_007181.1	Op1202
SACI_RS09775	Saci_2022	Saci_2022	Sacid_02016		1835913	1836542	+	IS607 family transposase	putative protein	Replication, recombination and repair	A0A0U3FQE7	NC_007181.1	Op1202
SACI_RS09780	tnpB_2	Saci_2023	Sacid_02017	tnpB	1836532	1837788	+	IS200/IS605 family element transposase accessory protein TnpB	IS607 family transposase ISSto13	Replication, recombination and repair	UPI000055280A	NC_007181.1	Op1202
