locus_tag	refseq	start	end	strand	gene_name	old_locus_tag	prokka_locus_tag	synonyms	gene_product	gene_product_prokka	ncbi_protein
SACI_RS09945	NC_007181.1	1873919.0	1874953.0	-	adh_2	Saci_2057	Sacid_02052		NAD(P)-dependent alcohol dehydrogenase	Alcohol dehydrogenase	WP_011278853.1
SACI_RS09950	NC_007181.1	1875156.0	1876487.0	-	proP_2	Saci_2058	Sacid_02053		MFS transporter	Proline/betaine transporter	WP_011278854.1
SACI_RS09955	NC_007181.1	1876682.0	1878025.0	+	nagAc	Saci_2059	Sacid_02054		aromatic ring-hydroxylating dioxygenase subunit alpha	"Naphthalene 1,2-dioxygenase system, large oxygenase component"	WP_011278855.1
SACI_RS09960	NC_007181.1	1878019.0	1878531.0	+	absAb	Saci_2060	Sacid_02055		aromatic ring dioxygenase subunit B	"2-aminobenzenesulfonate 2,3-dioxygenase subunit beta"	WP_011278856.1
SACI_RS09965	NC_007181.1	1878613.0	1879272.0	+	Saci_2061	Saci_2061	Sacid_02056		helix-turn-helix domain-containing protein	hypothetical protein	WP_011278857.1
SACI_RS09970	NC_007181.1	1879438.0	1881123.0	+	acsA_4	Saci_2062	Sacid_02057		acetyl-CoA synthetase	Acetyl-coenzyme A synthetase	WP_011278858.1
SACI_RS09975	NC_007181.1	1881193.0	1881957.0	+	caiD	Saci_2063	Sacid_02058		enoyl-CoA hydratase/isomerase family protein	Carnitinyl-CoA dehydratase	WP_011278859.1
SACI_RS09980	NC_007181.1	1881960.0	1884236.0	+	cdhA_4	Saci_2064	Sacid_02059		xanthine dehydrogenase family protein molybdopterin-binding subunit	Caffeine dehydrogenase subunit alpha	WP_011278860.1
SACI_RS09985	NC_007181.1	1884454.0	1885188.0	-	Saci_2065	Saci_2065	Sacid_02060		hypothetical protein	hypothetical protein	WP_011278861.1
SACI_RS09990	NC_007181.1	1885365.0	1885955.0	+	Saci_2066	Saci_2066	Sacid_02061		hypothetical protein	hypothetical protein	WP_011278862.1
SACI_RS09995	NC_007181.1	1885960.0	1886382.0	+	Saci_2067	Saci_2067	Sacid_02062		hemerythrin domain-containing protein	hypothetical protein	WP_011278863.1
SACI_RS10000	NC_007181.1	1886421.0	1887035.0	+	Saci_2068	Saci_2068	Sacid_02063		DUF2249 domain-containing protein	hypothetical protein	WP_011278864.1
SACI_RS10005	NC_007181.1	1887074.0	1887406.0	+	Saci_2069	Saci_2069	Sacid_02064		metal-sulfur cluster assembly factor	hypothetical protein	WP_048054437.1
SACI_RS10010	NC_007181.1	1887403.0	1888473.0	+	Saci_2070	Saci_2070	Sacid_02065		hypothetical protein	hypothetical protein	WP_011278866.1
SACI_RS11900	NC_007181.1	1888427.0	1888774.0	-	Saci_2071	Saci_2071	Sacid_02066		hypothetical protein	hypothetical protein	WP_011278867.1
SACI_RS10015	NC_007181.1	1888917.0	1889570.0	-	Saci_2072	Saci_2072	Sacid_02067		hypothetical protein	hypothetical protein	WP_011278868.1
SACI_RS10020	NC_007181.1	1889944.0	1891080.0	-	Saci_2073	Saci_2073	Sacid_02068		MFS transporter	hypothetical protein	WP_011278869.1
SACI_RS10025	NC_007181.1	1891245.0	1892489.0	-	Saci_2074	Saci_2074	Sacid_02069		HD domain-containing protein	hypothetical protein	WP_011278870.1
SACI_RS10030	NC_007181.1	1892482.0	1892763.0	-	Saci_2075	Saci_2075	Sacid_02070		hypothetical protein	hypothetical protein	WP_011278871.1
SACI_RS10035	NC_007181.1	1893103.0	1894461.0	+	ydjE_3	Saci_2076	Sacid_02071		MFS transporter	Inner membrane metabolite transport protein YdjE	WP_011278872.1
SACI_RS11960	NC_007181.1	1894627.0	1894794.0	-	SACI_RS11960		Sacid_02072		hypothetical protein	hypothetical protein	WP_015385897.1
SACI_RS10040	NC_007181.1	1894943.0	1896865.0	-	Saci_2077	Saci_2077	Sacid_02073		hypothetical protein	hypothetical protein	WP_015385898.1
SACI_RS10045	NC_007181.1	1897287.0	1897949.0	+	Saci_2078	Saci_2078	Sacid_02074		hypothetical protein	hypothetical protein	WP_011278874.1
SACI_RS10050	NC_007181.1	1898115.0	1898345.0	+	Saci_2079	Saci_2079	Sacid_02075		type II toxin-antitoxin system CcdA family antitoxin	hypothetical protein	WP_011278875.1
SACI_RS10055	NC_007181.1	1898342.0	1898716.0	+	Saci_2080	Saci_2080	Sacid_02076		type II toxin-antitoxin system VapC family toxin	hypothetical protein	WP_015385763.1
SACI_RS10060	NC_007181.1	1898928.0	1900034.0	+	yjiB	Saci_2081	Sacid_02077		cytochrome P450	Putative cytochrome P450 YjiB	WP_011278877.1
SACI_RS10065	NC_007181.1	1900243.0	1901136.0	+	Saci_2082	Saci_2082	Sacid_02078		DUF973 family protein	hypothetical protein	WP_011278878.1
SACI_RS10070	NC_007181.1	1901241.0	1901804.0	-	yecD	Saci_2083	Sacid_02079		cysteine hydrolase	Isochorismatase family protein YecD	WP_011278879.1
SACI_RS10075	NC_007181.1	1901993.0	1903417.0	-	ribZ_2	Saci_2084	Sacid_02080		MFS transporter	Riboflavin transporter RibZ	WP_011278880.1
SACI_RS11755	NC_007181.1	1903637.0	1903837.0	-	Saci_2085	Saci_2085	Sacid_02081		hypothetical protein	hypothetical protein	WP_015385764.1
SACI_RS10080	NC_007181.1	1903968.0	1905659.0	-	petB_2	Saci_2087	Sacid_02083		cytochrome bc complex cytochrome b subunit	Cytochrome b6	WP_015385765.1
SACI_RS10085	NC_007181.1	1905649.0	1907202.0	-	Saci_2088	Saci_2088	Sacid_02084		cbb3-type cytochrome c oxidase subunit I	hypothetical protein	WP_015385766.1
SACI_RS10090	NC_007181.1	1907202.0	1907708.0	-	Saci_2089	Saci_2089	Sacid_02085		quinol oxidase subunit 2	hypothetical protein	WP_011278885.1
SACI_RS10095	NC_007181.1	1908235.0	1909221.0	+	Saci_2090	Saci_2090	Sacid_02086		Rieske 2Fe-2S domain-containing protein	hypothetical protein	WP_011278886.1
SACI_RS10100	NC_007181.1	1909218.0	1909664.0	+	Saci_2091	Saci_2091	Sacid_02087		hypothetical protein	hypothetical protein	WP_015385767.1
SACI_RS10105	NC_007181.1	1909666.0	1910067.0	+	Saci_2092	Saci_2092	Sacid_02088		hypothetical protein	hypothetical protein	WP_015385768.1
SACI_RS10110	NC_007181.1	1910243.0	1910773.0	+	Saci_2093	Saci_2093	Sacid_02089		hypothetical protein	hypothetical protein	WP_015385769.1
SACI_RS10115	NC_007181.1	1910859.0	1912043.0	-	mntH_2	Saci_2094	Sacid_02090		divalent metal cation transporter	Divalent metal cation transporter MntH	WP_011278890.1
SACI_RS10120	NC_007181.1	1912263.0	1913636.0	-	xylE_2	Saci_2095	Sacid_02091		MFS transporter	D-xylose-proton symporter	WP_011278891.1
SACI_RS11760	NC_007181.1	1914003.0	1914761.0	-	SACI_RS11760		Sacid_02092		quinol oxidase subunit 2	hypothetical protein	WP_088899932.1
SACI_RS10135	NC_007181.1	1914889.0	1915974.0	-	Saci_2097	Saci_2097	Sacid_02094		MFS transporter	hypothetical protein	WP_011278893.1
SACI_RS10140	NC_007181.1	1916240.0	1917712.0	-	Saci_2098	Saci_2098	Sacid_02095		4Fe-4S dicluster domain-containing protein	hypothetical protein	WP_015385772.1
SACI_RS10145	NC_007181.1	1917809.0	1918819.0	-	Saci_2099	Saci_2099	Sacid_02096		hypothetical protein	hypothetical protein	WP_011278895.1
SACI_RS10150	NC_007181.1	1918939.0	1919640.0	-	Saci_2100	Saci_2100	Sacid_02097		molecular chaperone TorD family protein	hypothetical protein	WP_011278896.1
SACI_RS10155	NC_007181.1	1919652.0	1920485.0	-	Saci_2101	Saci_2101	Sacid_02098		4Fe-4S binding protein	hypothetical protein	WP_011278897.1
SACI_RS10160	NC_007181.1	1920497.0	1924855.0	-	Saci_2102	Saci_2102	Sacid_02099		oxidoreductase	hypothetical protein	WP_011278898.1
SACI_RS10165	NC_007181.1	1925059.0	1925688.0	+	Saci_2103	Saci_2103	Sacid_02100		MarR family transcriptional regulator	hypothetical protein	WP_011278899.1
SACI_RS10170	NC_007181.1	1925693.0	1926532.0	+	Saci_2104	Saci_2104	Sacid_02101		hypothetical protein	hypothetical protein	WP_015385773.1
SACI_RS10175	NC_007181.1	1926570.0	1927334.0	+	Saci_2105	Saci_2105	Sacid_02102		tetratricopeptide repeat protein	hypothetical protein	WP_011278901.1
SACI_RS10180	NC_007181.1	1927402.0	1928916.0	+	Saci_2106	Saci_2106	Sacid_02103		4Fe-4S binding protein	hypothetical protein	WP_011278902.1
SACI_RS10185	NC_007181.1	1928913.0	1929455.0	+	Saci_2107	Saci_2107	Sacid_02104		HAD family hydrolase	hypothetical protein	WP_011278903.1
SACI_RS10190	NC_007181.1	1929457.0	1929873.0	+	Saci_2108	Saci_2108	Sacid_02105		DUF2299 domain-containing protein	hypothetical protein	WP_011278904.1
SACI_RS10195	NC_007181.1	1929931.0	1930980.0	+	nrfD	Saci_2109	Sacid_02106		polysulfide reductase NrfD	hypothetical protein	WP_011278905.1
SACI_RS10200	NC_007181.1	1931025.0	1932332.0	-	Saci_2110	Saci_2110	Sacid_02107		MFS transporter	hypothetical protein	WP_011278906.1
SACI_RS10205	NC_007181.1	1932477.0	1934174.0	+	bmr3	Saci_2111	Sacid_02108		MFS transporter	Multidrug resistance protein 3	WP_011278907.1
SACI_RS10210	NC_007181.1	1934285.0	1934725.0	+	mhqR	Saci_2112	Sacid_02109		MarR family transcriptional regulator	HTH-type transcriptional regulator MhqR	WP_011278908.1
SACI_RS10215	NC_007181.1	1934770.0	1935936.0	-	tetA	Saci_2113	Sacid_02110		MFS transporter	"Tetracycline resistance protein, class C"	WP_015385774.1
SACI_RS10220	NC_007181.1	1936043.0	1936831.0	+	Saci_2114	Saci_2114	Sacid_02111		winged helix-turn-helix transcriptional regulator	hypothetical protein	WP_011278910.1
SACI_RS10225	NC_007181.1	1936970.0	1937188.0	+	Saci_2115	Saci_2115	Sacid_02112		hypothetical protein	hypothetical protein	WP_011278911.1
SACI_RS10230	NC_007181.1	1937314.0	1938006.0	-	Saci_2116	Saci_2116	Sacid_02113		helix-turn-helix domain-containing protein	hypothetical protein	WP_011278912.1
SACI_RS10235	NC_007181.1	1938412.0	1940589.0	+	kdhC	Saci_2117	Sacid_02114		xanthine dehydrogenase family protein molybdopterin-binding subunit	6-hydroxypseudooxynicotine dehydrogenase complex subunit gamma	WP_011278913.1
SACI_RS10240	NC_007181.1	1940813.0	1941961.0	+	Saci_2118	Saci_2118	Sacid_02115		MFS transporter	hypothetical protein	WP_011278914.1
SACI_RS10245	NC_007181.1	1942046.0	1943188.0	-	smc_2	Saci_2119	Sacid_02116		hypothetical protein	Chromosome partition protein Smc	WP_011278915.1
SACI_RS10250	NC_007181.1	1943481.0	1944236.0	-	frcA		Sacid_02117		sugar ABC transporter ATP-binding protein	Fructose import ATP-binding protein FrcA	WP_015385776.1
SACI_RS10255	NC_007181.1	1944229.0	1945299.0	-	rbsC	Saci_2121	Sacid_02118		ABC transporter permease	Ribose import permease protein RbsC	WP_011278916.1
SACI_RS10260	NC_007181.1	1945306.0	1946514.0	-	Saci_2122	Saci_2122	Sacid_02119		sugar ABC transporter substrate-binding protein	hypothetical protein	WP_011278917.1
SACI_RS10265	NC_007181.1	1946938.0	1949523.0	+	btuD_11	Saci_2123	Sacid_02120		DUF1854 domain-containing protein	Vitamin B12 import ATP-binding protein BtuD	WP_011278918.1
SACI_RS10270	NC_007181.1	1950091.0	1951167.0	+	Saci_2124	Saci_2124	Sacid_02122		amidohydrolase	hypothetical protein	WP_015385777.1
SACI_RS10275	NC_007181.1	1951225.0	1951599.0	+	Saci_2125	Saci_2125	Sacid_02123		metal-sulfur cluster biosynthetic enzyme	hypothetical protein	WP_011278920.1
SACI_RS10280	NC_007181.1	1951596.0	1952621.0	+	adhT_6	Saci_2126	Sacid_02124		NAD(P)-dependent alcohol dehydrogenase	Alcohol dehydrogenase	WP_011278921.1
SACI_RS10285	NC_007181.1	1952839.0	1954077.0	+	abaF_5	Saci_2127	Sacid_02125		MFS transporter	Fosfomycin resistance protein AbaF	WP_011278922.1
SACI_RS10290	NC_007181.1	1954362.0	1955219.0	+	Saci_2128	Saci_2128	Sacid_02126		P1 family peptidase	putative aminopeptidase	WP_011278923.1
SACI_RS10295	NC_007181.1	1955292.0	1956584.0	+	yhjE	Saci_2129	Sacid_02127		MFS transporter	Inner membrane metabolite transport protein YhjE	WP_011278924.1
SACI_RS10300	NC_007181.1	1956707.0	1957501.0	+	ucpA	Saci_2130	Sacid_02128		SDR family oxidoreductase	Oxidoreductase UcpA	WP_011278925.1
SACI_RS10305	NC_007181.1	1957517.0	1958758.0	+	dapE_4	Saci_2131	Sacid_02129		M20 family metallopeptidase	putative succinyl-diaminopimelate desuccinylase	WP_011278926.1
SACI_RS10310	NC_007181.1	1958738.0	1959961.0	-	Saci_2132	Saci_2132	Sacid_02130		M20 family metallo-hydrolase	putative hydrolase	WP_011278927.1
SACI_RS10315	NC_007181.1	1960399.0	1961490.0	+	Saci_2133	Saci_2133	Sacid_02131		MFS transporter	hypothetical protein	WP_015385778.1
SACI_RS10320	NC_007181.1	1961598.0	1962515.0	+	gbuA_2	Saci_2134	Sacid_02132	speB	agmatinase	Guanidinobutyrase	WP_011278929.1
SACI_RS10325	NC_007181.1	1962756.0	1963568.0	-	Saci_2135	Saci_2135	Sacid_02133		DNA repair ATPase	hypothetical protein	WP_015385779.1
SACI_RS10330	NC_007181.1	1963887.0	1964411.0	-	barR	Saci_2136	Sacid_02134		beta-alanine responsive regulator (BarR)	Leucine-responsive regulatory protein	WP_011278931.1
SACI_RS10335	NC_007181.1	1964516.0	1965850.0	+	spuC	Saci_2137	Sacid_02135		"beta-alanine aminotransferase, aspartate aminotransferase family protein"	Putrescine--pyruvate aminotransferase	WP_011278932.1
SACI_RS10340	NC_007181.1	1965928.0	1966755.0	-	Saci_2138	Saci_2138	Sacid_02136		DMT family transporter	hypothetical protein	WP_011278933.1
SACI_RS10345	NC_007181.1	1966994.0	1967353.0	-	Saci_2139	Saci_2139	Sacid_02137		hypothetical protein	hypothetical protein	WP_011278934.1
SACI_RS10350	NC_007181.1	1967961.0	1968908.0	-	php	Saci_2140	Sacid_02138		phosphotriesterase	Phosphotriesterase homology protein	WP_011278935.1
SACI_RS10355	NC_007181.1	1969275.0	1970570.0	+	Saci_2141	Saci_2141	Sacid_02139		glutamine synthetase	Glutamate--methylamine ligase	WP_011278936.1
SACI_RS10360	NC_007181.1	1970572.0	1971624.0	+	Saci_2142	Saci_2142	Sacid_02140		amidohydrolase family protein	hypothetical protein	WP_015385780.1
SACI_RS10365	NC_007181.1	1971870.0	1973387.0	+	abfD_2	Saci_2143	Sacid_02141		4-hydroxyphenylacetate 3-hydroxylase family protein	4-hydroxybutyryl-CoA dehydratase/vinylacetyl-CoA-Delta-isomerase	WP_011278938.1
SACI_RS10370	NC_007181.1	1973605.0	1974603.0	-	Saci_2144	Saci_2144	Sacid_02142		NAD(P)/FAD-dependent oxidoreductase	Ferredoxin--NADP reductase	WP_011278939.1
SACI_RS10375	NC_007181.1	1974724.0	1975815.0	+	frmA	Saci_2145	Sacid_02143		alcohol dehydrogenase catalytic domain-containing protein	S-(hydroxymethyl)glutathione dehydrogenase	WP_011278940.1
SACI_RS10380	NC_007181.1	1976028.0	1977455.0	+	Saci_2146	Saci_2146	Sacid_02144		phenylacetate--CoA ligase	Phenylacetate-coenzyme A ligase	WP_011278941.1
SACI_RS10385	NC_007181.1	1977811.0	1978869.0	+	asd2	Saci_2147	Sacid_02145	asd	aspartate-semialdehyde dehydrogenase	Aspartate-semialdehyde dehydrogenase 2	WP_011278942.1
SACI_RS10390	NC_007181.1	1979031.0	1980698.0	+	fadD	Saci_2148	Sacid_02146		long-chain fatty acid--CoA ligase	Long-chain-fatty-acid--CoA ligase	WP_011278943.1
SACI_RS10395	NC_007181.1	1981675.0	1982622.0	-	yisK	Saci_2149	Sacid_02147		fumarylacetoacetate hydrolase family protein	putative protein YisK	WP_011278944.1
SACI_RS10400	NC_007181.1	1982678.0	1983595.0	+	gloB_3	Saci_2150	Sacid_02148		MBL fold metallo-hydrolase	Hydroxyacylglutathione hydrolase	WP_011278945.1
SACI_RS10405	NC_007181.1	1983935.0	1984822.0	+	Saci_2151	Saci_2151	Sacid_02149		sulfite exporter TauE/SafE family protein	hypothetical protein	WP_011278946.1
SACI_RS10410	NC_007181.1	1984989.0	1985945.0	+	fmdA	Saci_2152	Sacid_02150		acetamidase/formamidase family protein	Formamidase	WP_011278947.1
SACI_RS10415	NC_007181.1	1986065.0	1986532.0	-	Saci_2153	Saci_2153	Sacid_02151		GNAT family N-acetyltransferase	hypothetical protein	WP_011278948.1
SACI_RS10420	NC_007181.1	1986520.0	1987803.0	-	Saci_2154	Saci_2154	Sacid_02152		NADP-dependent malic enzyme	NAD-dependent malic enzyme	WP_011278949.1
SACI_RS10425	NC_007181.1	1988203.0	1989927.0	+	Saci_2155	Saci_2155	Sacid_02153		S9 family peptidase	hypothetical protein	WP_011278950.1
SACI_RS10430	NC_007181.1	1990097.0	1990336.0	+	SACI_RS10430		Sacid_02154		hypothetical protein	hypothetical protein	WP_015385781.1
SACI_RS10435	NC_007181.1	1990317.0	1992065.0	+	Saci_2156	Saci_2156	Sacid_02155		DNA polymerase elongation subunit (family B)	hypothetical protein	WP_015385782.1
SACI_RS10440	NC_007181.1	1992160.0	1992618.0	+	Saci_2158	Saci_2158	Sacid_02156		hypothetical protein	hypothetical protein	WP_011278951.1
SACI_RS10445	NC_007181.1	1993525.0	1994271.0	+	Saci_2160	Saci_2160	Sacid_02157		flagellar protein FlgN	hypothetical protein	WP_011278952.1
SACI_RS10450	NC_007181.1	1994871.0	1995689.0	+	Saci_2161	Saci_2161	Sacid_02159		DUF2079 domain-containing protein	hypothetical protein	WP_015385783.1
SACI_RS10455	NC_007181.1	1995757.0	1997691.0	-	Saci_2162	Saci_2162	Sacid_02160		DUF2079 domain-containing protein	hypothetical protein	WP_011278954.1
SACI_RS10460	NC_007181.1	1997900.0	1998604.0	+	Saci_2163	Saci_2163	Sacid_02161		zinc ribbon domain-containing protein	hypothetical protein	WP_011278955.1
SACI_RS10465	NC_007181.1	1998688.0	1999332.0	-	ribD2	Saci_2164	Sacid_02162		"2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase"	"2,5-diamino-6-ribosylamino-4(3H)-pyrimidinone 5'-phosphate reductase"	WP_011278956.1
SACI_RS10470	NC_007181.1	1999379.0	2000074.0	-	glpQ	Saci_2165	Sacid_02163		glycerophosphodiester phosphodiesterase	Glycerophosphodiester phosphodiesterase	WP_011278957.1
SACI_RS10475	NC_007181.1	2000353.0	2000703.0	+	Saci_2166	Saci_2166	Sacid_02164		"Uroporphyrin-III methyltransferase, DUF488 family protein"	hypothetical protein	WP_011278958.1
SACI_RS10480	NC_007181.1	2000715.0	2001335.0	+	Saci_2167	Saci_2167	Sacid_02165		helix-turn-helix domain-containing protein	hypothetical protein	WP_011278959.1
SACI_RS10485	NC_007181.1	2001440.0	2002847.0	-	aam		Sacid_02166		amidase	Acylamidase	
SACI_RS10490	NC_007181.1	2003057.0	2003500.0	+	Saci_2169	Saci_2169	Sacid_02167		hypothetical protein	hypothetical protein	WP_011278961.1
SACI_RS10495	NC_007181.1	2003590.0	2005236.0	-	Saci_2170	Saci_2170	Sacid_02168		thermopsin family protease	hypothetical protein	WP_011278962.1
SACI_RS10500	NC_007181.1	2005620.0	2006402.0	+	Saci_2171	Saci_2171	Sacid_02169		hypothetical protein	hypothetical protein	WP_011278963.1
SACI_RS10505	NC_007181.1	2006599.0	2007372.0	-	Saci_2172	Saci_2172	Sacid_02170		DUF973 family protein	hypothetical protein	WP_011278964.1
SACI_RS10510	NC_007181.1	2007741.0	2009515.0	+	SACI_RS10510		"Sacid_02171, Sacid_02172"		S9 family peptidase	hypothetical protein	
SACI_RS11765	NC_007181.1	2009519.0	2009710.0	+	SACI_RS11765				hypothetical protein		WP_015385785.1
SACI_RS10515	NC_007181.1	2010026.0	2010583.0	+	Saci_2175	Saci_2175	Sacid_02173		hypothetical protein	hypothetical protein	WP_011278965.1
SACI_RS10520	NC_007181.1	2011469.0	2012239.0	+	Saci_2176	Saci_2176	Sacid_02174		hypothetical protein	hypothetical protein	WP_015385786.1
SACI_RS10525	NC_007181.1	2012236.0	2013000.0	+	Saci_2177	Saci_2177	Sacid_02175		MBL fold metallo-hydrolase	hypothetical protein	WP_011278967.1
SACI_RS10530	NC_007181.1	2013408.0	2014742.0	+	SACI_RS10530		Sacid_02177		sugar porter family MFS transporter	hypothetical protein	
SACI_RS10535	NC_007181.1	2014943.0	2015545.0	+	Saci_2180	Saci_2180	Sacid_02178		hypothetical protein	hypothetical protein	WP_011278968.1
SACI_RS10540	NC_007181.1	2015597.0	2016988.0	-	puuP	Saci_2181	Sacid_02179		APC family permease	Putrescine importer PuuP	WP_011278969.1
SACI_RS10545	NC_007181.1	2017139.0	2019133.0	+	maoII	Saci_2182	Sacid_02180		primary-amine oxidase	Copper methylamine oxidase	WP_011278970.1
SACI_RS10550	NC_007181.1	2019340.0	2019957.0	-	Saci_2183	Saci_2183	Sacid_02181		helix-turn-helix domain-containing protein	hypothetical protein	WP_011278971.1
SACI_RS10555	NC_007181.1	2019983.0	2020327.0	-	Saci_2184	Saci_2184	Sacid_02182		DUF488 domain-containing protein	hypothetical protein	WP_011278972.1
SACI_RS10560	NC_007181.1	2020633.0	2021421.0	+	yihR	Saci_2185	Sacid_02183		aldose 1-epimerase	putative protein YihR	WP_011278973.1
SACI_RS10565	NC_007181.1	2021719.0	2022729.0	+	Saci_2186	Saci_2186	Sacid_02184		NAD-binding protein	hypothetical protein	WP_011278974.1
SACI_RS10570	NC_007181.1	2023317.0	2023946.0	-	Saci_2187	Saci_2187	Sacid_02185		amidohydrolase family protein	hypothetical protein	WP_011278975.1
SACI_RS10575	NC_007181.1	2024540.0	2025484.0	+	Saci_2188	Saci_2188	Sacid_02187		R2-like ligand-binding oxidase	hypothetical protein	WP_011278976.1
SACI_RS10580	NC_007181.1	2025549.0	2027396.0	-	yveA	Saci_2189	Sacid_02188		APC family permease	Aspartate-proton symporter	WP_011278977.1
SACI_RS10585	NC_007181.1	2027845.0	2030319.0	+	Saci_2190	Saci_2190	Sacid_02189		malate synthase	hypothetical protein	WP_011278978.1
SACI_RS10590	NC_007181.1	2030804.0	2032117.0	+	aceA	Saci_2191	Sacid_02190		isocitrate lyase	Isocitrate lyase	WP_011278979.1
SACI_RS10595	NC_007181.1	2032246.0	2032686.0	-	Saci_2192	Saci_2192	Sacid_02191		PIN domain-containing protein	hypothetical protein	WP_011278980.1
SACI_RS10600	NC_007181.1	2032646.0	2032873.0	-	Saci_2193	Saci_2193	Sacid_02192		AbrB/MazE/SpoVT family DNA-binding domain-containing protein	hypothetical protein	WP_015385789.1
SACI_RS10605	NC_007181.1	2033304.0	2034104.0	+	Saci_2194	Saci_2194	Sacid_02193		hypothetical protein	hypothetical protein	WP_011278982.1
SACI_RS10610	NC_007181.1	2034314.0	2034691.0	-	Saci_2195	Saci_2195	Sacid_02195		PaREP1 family protein	hypothetical protein	WP_011278983.1
